Temperatura,Personas,Electrodomesticos,Consumo_kWh
17.582870525541068,4.0,17.0,56.41611685485102
18.083187541152267,,12.0,41.073190142172486
17.921795837272633,2.0,10.0,42.59429002069511
20.479226029890064,5.0,13.0,57.33409451905896
15.728508024938957,3.0,6.0,39.43279178121265
27.62280015973643,1.0,8.0,40.59828126946381
,2.0,17.0,48.94844131651997
26.644136081225387,1.0,19.0,55.814182671227464
23.887139322571716,5.0,13.0,60.630593683630906
,3.0,12.0,57.19737567024715
24.26822930321969,1.0,16.0,49.088687097266394
31.079414538969516,1.0,9.0,45.35537635581548
14.763554938504345,5.0,10.0,43.61101596936937
20.32567323663431,3.0,9.0,
26.319148658274116,5.0,15.0,64.97275762832331
16.563403300955336,1.0,19.0,49.50054268993167
18.397106227957362,3.0,14.0,46.40678236567732
24.03689017274665,2.0,13.0,50.565691588988585
27.006645617929856,,6.0,38.70122559422424
22.49257184401103,2.0,17.0,53.80397121711088
14.870188732698768,2.0,15.0,42.30448821756376
18.98630121685502,2.0,18.0,55.47172559710479
23.62124617241,3.0,,58.96555536550178
15.657142000287855,1.0,16.0,41.47566362525299
26.68037905966291,1.0,15.0,56.095997308164556
16.70671268677973,4.0,,40.41851488368446
18.310960864563867,1.0,15.0,44.724973722675614
24.127052639581354,2.0,7.0,39.13426121626097
23.96879031055165,3.0,13.0,
27.658439945252788,2.0,9.0,46.504936996461055
18.73877185799749,1.0,16.0,43.55471227592876
23.209984494705576,,15.0,147.53098174666016
20.357200521949963,2.0,16.0,50.37352523154291
18.32019595840149,4.0,19.0,54.46736834711323
25.691764801049032,2.0,17.0,55.48022851077574
25.751704032174793,4.0,12.0,
24.530826835300026,4.0,6.0,41.23928767992028
7.175474007952419,1.0,18.0,39.905974840329755
10.175470103277643,2.0,8.0,27.63468261480593
23.278995421056887,3.0,9.0,
17.606625302039852,5.0,19.0,64.76354432985134
21.638977646213895,5.0,15.0,59.172493710610574
21.42805496683377,5.0,9.0,53.21122123046501
39.45052941737832,1.0,18.0,63.20272190765758
22.011774819060463,,,29.633952486804503
20.97732491825732,4.0,16.0,54.594763102179655
23.800289225279577,1.0,9.0,41.756470714474986
25.81663502683794,2.0,20.0,60.51894821701246
,2.0,8.0,35.90970728141104
26.504564704535646,2.0,19.0,63.25230114294595
16.72278363125694,,15.0,
18.457985385357205,5.0,16.0,58.768920207525326
23.95522977041638,1.0,12.0,45.58108683194884
18.288370153898427,4.0,12.0,47.11399634435749
21.954771969388194,2.0,16.0,54.28255308749792
14.682576446293535,3.0,12.0,46.02089886461562
15.334818721234335,4.0,16.0,59.90336259771837
13.450600028175128,5.0,7.0,43.25549695209571
28.10733449496782,2.0,14.0,143.99218894960356
23.437883301052143,3.0,17.0,61.69349274458942
14.917686433903956,2.0,16.0,43.256093850793064
14.358958261205931,1.0,15.0,36.92847041854087
,2.0,5.0,35.181114792214544
20.16643780703735,3.0,14.0,56.64884349062626
22.031240846588084,1.0,,46.87337636371106
26.22290150094403,2.0,11.0,46.77745619698557
23.793608861984854,,19.0,54.670859544197064
25.246047495801285,3.0,9.0,47.52446779390057
19.477473966438104,3.0,8.0,31.980377141067724
26.071064652488026,2.0,9.0,42.621673254533206
17.975986719512488,5.0,12.0,53.93609003932844
31.127736394212217,4.0,15.0,60.94496683042324
11.855794530728694,5.0,5.0,37.57729710741428
26.792596655186294,2.0,5.0,41.90565193480938
15.711983515728305,3.0,10.0,41.24705025211815
21.36801345996001,3.0,16.0,50.88906091157625
28.408397044642903,4.0,5.0,44.18426781737082
16.444393082413896,3.0,7.0,32.773490217519665
21.794471403175493,1.0,6.0,35.50282766023172
18.840776907745752,,15.0,42.98871218674107
19.63390112509801,2.0,11.0,40.067657655881064
29.582774795223163,1.0,17.0,56.10922250184879
19.249438673932648,5.0,15.0,61.14123199196251
20.527873670595746,2.0,20.0,63.73405024014034
14.987842016395826,1.0,16.0,44.82982710537223
21.24482676277295,5.0,19.0,66.22756784263035
23.958999646778913,3.0,8.0,43.48139079141922
10.550268873719428,5.0,8.0,33.562476997852315
24.326886997678006,5.0,8.0,50.15846828686074
24.270222370974132,4.0,6.0,45.96513017758427
20.58923341572037,1.0,8.0,31.62250248787821
6.573016185253319,2.0,14.0,40.06463776640841
30.212358068578425,2.0,12.0,51.433264207361105
24.228158137523003,1.0,10.0,41.13278891628407
,5.0,17.0,77.49158821292997
22.14732673718921,5.0,8.0,48.373505082191336
27.52722123554857,4.0,7.0,47.822353486762744
18.59442497590669,4.0,18.0,59.20633695888304
23.563806102722488,4.0,10.0,50.639021171521
20.987261646079,4.0,15.0,51.61462859158222
28.085955973250996,2.0,20.0,57.18643867113034
18.186225707249875,5.0,13.0,58.81412598908703
27.16577135849085,2.0,8.0,48.49600673527089
16.65230430463071,2.0,9.0,29.57478009758578
24.92386332030121,2.0,6.0,37.97670208307643
19.98746288456589,1.0,19.0,52.79257138293603
17.26313332999377,4.0,9.0,39.00131484633409
19.04110701911869,5.0,16.0,58.45546505941947
18.25581018226804,5.0,14.0,56.43571358849763
25.44593094404273,2.0,8.0,43.233320966535445
21.06910449579053,4.0,20.0,63.86359459795253
24.750187141427578,4.0,10.0,47.7724451458574
26.809945661041795,1.0,7.0,45.229836766193095
25.868846213002865,3.0,9.0,47.492310409142746
18.271800655218225,4.0,18.0,58.74086863380341
18.47061973282075,4.0,16.0,53.77843396538768
16.188359141384428,4.0,7.0,39.920882869880025
26.143083873322087,2.0,17.0,61.71298191728954
21.584930826733594,3.0,10.0,45.49848315351556
21.423934926567064,4.0,12.0,48.551328022736115
15.314591074643491,4.0,19.0,55.643021852976645
19.2523626942436,5.0,14.0,56.79992100594817
26.633030691610415,3.0,10.0,
15.245459898114088,1.0,7.0,24.967604196492267
32.86231829666022,1.0,10.0,49.03945697363266
17.32966109033376,4.0,15.0,51.85581514846052
21.641332686887914,,7.0,39.13753466572713
,2.0,5.0,41.44593336911946
20.32074009376245,4.0,20.0,66.27346663800154
26.137829613267364,1.0,5.0,
15.583948616563351,,10.0,45.32028083345883
16.06710368922696,2.0,,
22.9830590356122,5.0,5.0,46.70802344178615
18.987362021336534,4.0,20.0,63.04777808373708
17.569334120067513,1.0,13.0,41.12450521047532
21.454641591849292,1.0,14.0,46.55164083164105
21.89447755834406,5.0,7.0,40.95813980992825
27.166378904508566,4.0,12.0,56.97357434858051
24.220767101219113,2.0,14.0,56.6523728122255
,3.0,16.0,54.11343068630658
15.116816073969199,3.0,12.0,47.890637229108364
21.15947302048326,3.0,16.0,51.10623984916758
21.814874897690913,4.0,19.0,
14.25809185489485,5.0,,41.32447275174638
16.36597063694963,4.0,14.0,144.48872113739628
20.23144849319126,2.0,6.0,30.59688517566283
17.253917081450524,2.0,11.0,44.62110644606202
20.087744370231913,4.0,10.0,46.43481076402897
22.545737449923198,1.0,7.0,37.32467577937737
21.946029746658343,3.0,5.0,38.604037635652304
27.437053512985536,5.0,5.0,50.12146069316013
25.85674155226449,1.0,20.0,57.8920568035615
30.95068271675752,4.0,16.0,66.60845831359453
19.52871104452448,3.0,10.0,47.55350633937289
22.533054495689857,4.0,16.0,63.933643966440464
19.25485963454092,,20.0,65.39353053573873
15.370761392547944,5.0,7.0,36.05430991609563
18.62061577572597,3.0,12.0,45.383776501973024
26.77479560189085,4.0,13.0,59.333301789482896
28.86207547640559,,7.0,38.079916900310494
14.231031269436297,1.0,8.0,23.64673215993578
18.64517069208998,4.0,9.0,43.76400534775939
18.693837049230826,3.0,18.0,56.8128659569128
20.4443142750658,5.0,11.0,50.23865352403977
20.981836284645322,3.0,17.0,55.260865876082626
18.930474019547358,4.0,13.0,53.077893727054104
23.279933068758123,5.0,15.0,58.98968586252757
20.368675758119302,5.0,8.0,
19.23063507259222,4.0,11.0,48.771483488016294
25.58911515229103,4.0,12.0,52.43907771365524
15.706567477764205,2.0,17.0,
11.988186193607467,4.0,18.0,55.8721013864899
22.078501247692774,5.0,20.0,68.02063850942832
20.242859573459732,5.0,8.0,47.07223207716007
17.10583373121092,5.0,14.0,55.45261262749446
16.875411729446718,4.0,17.0,59.85103938144869
19.250340841012356,,15.0,53.37269400022801
18.755307524239946,2.0,14.0,44.820010659278005
16.787748179854994,1.0,,53.48667752677973
13.70878841979491,2.0,13.0,
15.13621239521281,1.0,19.0,49.516421840393306
27.198836347618368,5.0,7.0,
28.40128578624238,4.0,6.0,50.77420653079495
21.576135544079474,4.0,5.0,35.84990229118709
20.820392929135032,5.0,17.0,64.60240144714004
20.17291955057273,1.0,9.0,33.57022956441959
20.697032647657483,1.0,9.0,31.506307554607275
19.73541250567972,4.0,18.0,60.88295263686406
28.080755848110478,2.0,15.0,52.51024252258588
21.60289306483087,1.0,6.0,32.115378597402305
28.51133855989964,5.0,18.0,67.74170890371002
19.648345939275647,3.0,5.0,
17.228473802575508,5.0,14.0,
11.312636469518614,4.0,17.0,48.4724111618781
21.53768202054125,4.0,10.0,44.81290186840378
19.85025763283698,2.0,11.0,36.45247864495198
25.70362280632763,3.0,13.0,55.84757093462491
,3.0,19.0,54.10075156146314
13.466587433572606,2.0,20.0,48.05308895889734
29.824142345280052,4.0,,61.32518729507549
25.57382439677177,3.0,20.0,60.838567183403704
18.259094422829747,5.0,19.0,61.130502480796096
27.92694423753065,1.0,6.0,36.90371261040223
24.807707618884155,2.0,5.0,38.8148877616029
22.179705457891696,4.0,15.0,49.4390325128938
17.071475555255915,3.0,15.0,47.1290811318969
16.78223333411785,4.0,17.0,59.47588964562873
26.24509553137419,5.0,18.0,66.52564581882524
16.370926849846555,3.0,14.0,43.115522508447555
18.902360700722717,2.0,11.0,40.16349310974282
,4.0,10.0,45.475693017305105
22.64552982806287,1.0,9.0,37.48482068139287
31.12881101132794,5.0,15.0,73.14819940011736
22.097981563816276,5.0,18.0,61.41517942380606
23.331453906798437,2.0,16.0,51.70348293489787
27.272469928557445,3.0,9.0,50.96187506490166
25.517103647681893,,6.0,48.10160196746174
24.851944287805782,5.0,20.0,73.6003151346124
,2.0,7.0,35.42894198394989
13.690368375557295,1.0,12.0,35.108502393024565
23.902440704564135,4.0,8.0,47.99411000261387
,1.0,8.0,37.51919030452351
24.57015638514133,5.0,16.0,65.84073610508858
13.013228107466768,2.0,18.0,43.29959835002205
10.334504924594752,4.0,16.0,50.983276508601186
17.389780083066043,5.0,7.0,39.50400065999233
25.176499825326655,2.0,20.0,59.32697917291131
23.181079275812937,1.0,13.0,44.17812307350671
,3.0,17.0,56.03670106242012
30.37344799536611,5.0,17.0,64.47492450205641
25.947968018826284,1.0,11.0,42.67755823422145
24.931938979091328,2.0,11.0,51.16200907112156
19.73461895483381,3.0,12.0,45.51408112633227
18.948304586473295,3.0,7.0,
23.674615942508815,,15.0,45.157276743137935
24.455624484558715,5.0,11.0,63.41478386254477
19.902476957610435,3.0,,40.273001400555145
29.11517901622226,,19.0,68.19238724812112
20.968055723870595,3.0,14.0,47.07155987131666
22.488493973983687,1.0,15.0,49.91338452313477
22.02099950249592,3.0,7.0,42.76666645792404
22.317554131653477,4.0,,
18.618656893012805,4.0,19.0,171.28806248133566
19.602272488590465,4.0,12.0,47.45891237401324
16.746041853900163,2.0,5.0,31.568899991195913
,1.0,15.0,49.37159006684167
27.791941465443905,,14.0,65.36938240265154
21.499678200400815,4.0,8.0,43.17766169595878
21.797067240281567,5.0,16.0,61.01394390909273
18.844992798306574,2.0,,33.07110697370205
19.158990538263968,5.0,10.0,49.6391739869901
19.3767233507955,4.0,14.0,54.723619799900575
14.198006456518955,2.0,19.0,49.24513191009336
24.39259336593868,5.0,19.0,77.30081944242544
15.949828742474114,2.0,7.0,30.698431374130852
20.646660642965266,4.0,7.0,41.32055291930264
20.970669626353754,5.0,18.0,60.94982391900569
17.656445618150826,3.0,16.0,52.351634288311
27.451567870229006,2.0,16.0,59.230344581833116
25.902734356571937,2.0,13.0,50.11979665169729
23.61825028539156,4.0,17.0,59.796158849658305
18.970146610794377,1.0,10.0,44.382082300868575
20.78326386461401,5.0,17.0,67.0972168894496
11.853183026078547,1.0,11.0,35.309152136005146
23.467523223520097,,,62.465552129242404
20.950425042563435,1.0,15.0,45.599427101028795
25.274837893447813,3.0,16.0,56.512256381304304
17.771595164756647,4.0,18.0,60.654415080728356
16.04266255431842,,16.0,43.133402108957895
24.475561764186416,4.0,16.0,57.77301905827131
21.41121427414288,3.0,9.0,44.89254404556036
,5.0,12.0,55.051459720599055
,1.0,19.0,48.80539017394027
20.91614839115944,,8.0,32.315856915041806
9.515841148153967,4.0,7.0,33.50003909469878
19.52420551877573,2.0,5.0,31.650267312783157
20.205835694853793,4.0,,58.162932699241345
19.480716609880446,3.0,19.0,59.9916290733066
26.195149915575346,4.0,7.0,47.26249030314976
19.392341725644624,4.0,16.0,58.150181324627894
,1.0,8.0,25.212581195838656
27.871071436059303,5.0,6.0,
21.747161407862333,4.0,7.0,40.80308868295933
24.528216628562127,2.0,14.0,44.827478141237584
24.9720437119556,3.0,16.0,56.09056189306463
18.626675055765087,2.0,5.0,28.46295031090679
25.61006337730584,5.0,12.0,55.43713869037891
25.886112327255816,4.0,10.0,58.87481046902566
20.02701816178772,1.0,19.0,56.604834661988875
21.69263832512051,4.0,19.0,60.51273926039678
17.475630209147887,3.0,19.0,56.344055288016605
22.02450935409242,2.0,7.0,40.45541894338724
16.188314220340487,5.0,20.0,64.68537941014692
18.196471934954044,4.0,,46.395229280723875
28.872299180828392,5.0,13.0,61.34717870283266
21.69184267325945,1.0,5.0,30.76071503947749
19.460534202400627,5.0,9.0,47.8294800113744
19.217042185384564,5.0,11.0,56.897769070068456
13.129079980405583,4.0,,44.25262170127878
24.20940087342158,4.0,8.0,49.09531941382921
23.767983688626824,4.0,13.0,53.85162782082685
21.24219424367193,3.0,14.0,48.384052053841046
18.615056575127,1.0,20.0,56.67385724339218
29.82892072018268,1.0,6.0,39.036790770127766
21.95814123427985,5.0,17.0,66.4435085284057
18.322719070263428,4.0,20.0,62.50062783901926
22.503701213695077,3.0,16.0,
,2.0,6.0,29.699698241297988
25.064532771002483,2.0,,31.49737040064809
21.452107486163058,5.0,20.0,
15.271073599125756,5.0,5.0,37.675275269802114
20.917618806452772,3.0,5.0,31.797431695453657
23.44129638764899,1.0,6.0,30.47450773263483
33.061294639241304,4.0,8.0,55.240661467113966
14.301762012130633,4.0,,39.61193551747779
26.147539130014497,2.0,12.0,45.114626028715556
21.459043820406148,1.0,11.0,39.96963360091274
18.638330467190052,4.0,18.0,
17.786100662846977,3.0,7.0,33.34690847716543
22.30945276067979,1.0,11.0,35.94513467232706
21.436771644801908,5.0,11.0,55.361578947101435
22.22027409066813,2.0,6.0,39.7310124014239
22.31068248810631,5.0,10.0,48.70188860251407
14.184444464361867,5.0,19.0,60.69272408505653
26.379773913141502,3.0,16.0,56.93907062851344
21.974169350054897,3.0,6.0,
17.823663704586274,5.0,9.0,46.05407608967324
28.677210028456585,2.0,14.0,56.58610908296288
21.824007174273003,3.0,6.0,34.415736655748674
20.44207674036886,1.0,16.0,50.391502954835175
24.9538483806201,5.0,20.0,69.08960290693369
23.89291797529029,4.0,9.0,45.45704583784341
22.03078012062896,2.0,7.0,32.96392955361004
15.40138279159209,2.0,7.0,37.45551779117309
23.81477999722395,3.0,10.0,42.42414878287261
20.819207224513736,4.0,6.0,40.5899124880987
29.093925242963298,,16.0,52.13297811913399
18.26566968754939,4.0,8.0,41.38843853452568
30.42163442079248,2.0,18.0,
25.901224184182514,2.0,19.0,59.513238025006
17.549386531811834,5.0,7.0,42.56367812081909
14.551686703914337,2.0,13.0,38.495814157001064
18.469408044504707,,8.0,47.915599169438586
23.635321600364797,3.0,13.0,52.7688447367392
16.473981363191534,2.0,11.0,38.434028655297936
20.33521977740563,3.0,6.0,35.738026527385536
20.43825780829518,5.0,16.0,61.64714763233524
27.857446825398753,4.0,14.0,62.10342439694693
17.532837306146607,2.0,10.0,41.165238320851046
24.050776721507482,1.0,14.0,46.574150042680266
15.935249027128016,1.0,11.0,36.736156602379864
22.24337310012398,2.0,20.0,59.825534911935186
21.034855863073695,,18.0,47.77645730906178
15.96782022727532,1.0,12.0,35.87289166846527
19.379887660529484,3.0,6.0,37.40422395620016
16.395031756965835,2.0,15.0,45.829657503514476
25.04851299899451,1.0,15.0,54.32526922929388
14.791153082686684,1.0,10.0,36.38247364970955
29.04184709293288,,16.0,59.3631408940889
27.111278207526745,1.0,9.0,41.9981754594568
32.591411550197016,4.0,14.0,62.25769003844061
17.78265905088724,3.0,13.0,44.52952450895466
22.15176714806433,2.0,9.0,36.276748288753815
21.813237786229237,5.0,12.0,49.7635437304789
21.234154194263915,1.0,18.0,48.64210079293328
25.041933190250944,2.0,20.0,59.2001788855589
26.061937867902984,5.0,11.0,54.55372578368796
22.069042055050428,5.0,14.0,58.16287642316726
28.41067893820849,1.0,6.0,40.61395048138295
24.066079825508968,2.0,8.0,42.503702665439334
24.873689587545854,5.0,,
15.794453548769543,5.0,16.0,
27.074194440120902,4.0,18.0,63.98758744339075
14.756996850653525,2.0,17.0,47.64260203953321
24.09934079691207,1.0,17.0,52.229134369139246
22.166523135195053,2.0,10.0,42.534024130306
12.657701551961877,2.0,17.0,46.81828157060305
23.14685698335641,3.0,19.0,61.57441913026765
23.363018641660727,2.0,16.0,50.317090707808134
15.296062152107464,2.0,9.0,32.969597844028925
14.663233388135414,5.0,12.0,51.49453231890507
22.166978822327522,1.0,5.0,29.760538441357923
14.742870472832644,2.0,,37.92293817774151
,3.0,10.0,49.35004143767812
19.427482099009627,3.0,12.0,48.03411888281369
26.6692607926554,4.0,,58.690944967191754
23.521659676600947,,7.0,42.99754225402415
16.22390225971484,2.0,9.0,31.232149263326868
14.042707097288602,2.0,13.0,40.1289002619984
28.8140544536361,3.0,13.0,55.650778982184264
17.436190437716444,2.0,17.0,50.99785712845889
23.96397578925364,2.0,16.0,57.36676923819566
22.67688923244545,1.0,13.0,154.25143315026463
22.454080312658405,3.0,18.0,59.80340065298304
13.047282010520178,1.0,6.0,22.508308612138613
,3.0,17.0,55.40575262105493
9.788763439175748,1.0,16.0,41.64181826844979
23.318215431845363,2.0,12.0,47.15691102387201
24.031867166398783,5.0,11.0,51.09254969457371
27.971364872848156,5.0,17.0,67.05419418837052
21.404312812208367,3.0,6.0,40.89275747999214
22.788153034904525,4.0,9.0,49.06408876101973
,2.0,7.0,33.105808143325746
19.70143933464922,2.0,6.0,34.328944243682834
13.86685349593835,4.0,11.0,38.98373657302562
20.23558459934543,2.0,14.0,48.5121448408898
25.462785496916585,3.0,19.0,64.77035355795309
15.721057379191802,3.0,5.0,32.954178259543916
20.082326496190127,4.0,13.0,49.17893017126353
11.0312148374463,1.0,,32.55152251232599
15.675405581812221,5.0,8.0,47.31307438044563
18.304216926309923,2.0,18.0,56.022670673224496
11.806121716703425,2.0,14.0,41.529129595155545
16.576538203670367,1.0,15.0,41.13821357495861
21.87827740513594,3.0,13.0,49.680509322248454
20.35131265453408,5.0,15.0,60.87641590624058
,4.0,18.0,58.162442160081824
20.46901643371182,5.0,13.0,57.71647073944401
20.94354622429137,3.0,17.0,56.2909573574279
18.619162530981374,5.0,6.0,43.36700667456953
35.23908962188108,3.0,18.0,65.94265923346713
,1.0,13.0,44.99462329939758
10.333094413672201,1.0,11.0,33.39662289606128
25.543655186266417,3.0,18.0,61.96397063500696
14.040591942888241,5.0,18.0,54.3968756623231
24.905606123815307,5.0,18.0,68.69304132241155
23.58508496408316,3.0,12.0,50.53611829731407
18.940214992344302,5.0,16.0,58.028283168868356
18.61430465379631,4.0,6.0,45.42840247330457
32.540079245272295,2.0,11.0,56.3722739854937
18.71991607076828,2.0,17.0,53.385433090901294
27.12193512959346,5.0,20.0,75.3936014372392
13.84650835213913,1.0,11.0,32.80433583580848
23.48124352304839,1.0,13.0,
14.482899685015735,3.0,6.0,31.936999588760997
24.995388817301347,5.0,16.0,67.65603276603035
20.16087802043498,,16.0,60.14291311552089
9.665518486483991,5.0,18.0,58.93330198446577
27.309054284772927,2.0,7.0,42.01691287502598
16.312307399488642,1.0,,31.904431204105425
20.279286671451427,4.0,18.0,66.2751915634619
22.66222860105452,4.0,,56.36926792163018
19.034530816408683,3.0,13.0,49.05630981499445
20.483993474457705,4.0,14.0,53.203069060190096
19.817734798680824,5.0,17.0,60.17195493053995
14.081628181640937,,14.0,49.325760213883655
22.665642324808562,3.0,13.0,51.021530144643464
25.43598564449406,1.0,12.0,43.72895816501652
21.55920871172267,5.0,13.0,58.62912065627803
21.46626456148834,4.0,7.0,
29.236215421363717,1.0,13.0,49.087317252437586
34.34457668617191,2.0,8.0,46.583789032351696
20.93647031760215,2.0,9.0,34.95705770818999
21.450569249558324,2.0,5.0,37.53124596837231
17.927041348259984,3.0,7.0,35.017213568347515
26.453725351816622,3.0,19.0,62.40291169727423
25.24996442671554,1.0,20.0,56.280143932674235
29.286224801038884,2.0,10.0,55.341288726979656
32.07838738016832,5.0,14.0,70.35482281477353
23.683336483235,4.0,15.0,59.23418094374319
20.238007396727635,,12.0,45.59913318690426
19.243804824222998,2.0,13.0,44.99378976103534
27.51916766157605,5.0,20.0,74.27815677241956
18.23259493708838,1.0,19.0,51.23639650175845
19.786693913607508,2.0,9.0,38.611881181680005
23.696666128099388,3.0,6.0,41.27157808622092
21.58841175463118,1.0,11.0,40.54564684635849
26.540276772973215,1.0,15.0,52.12908126713103
22.96082855427361,4.0,14.0,57.005377163771264
22.2642958608556,2.0,13.0,51.11454061164104
21.744154064175493,4.0,19.0,58.421474171476305
19.71215081868644,5.0,12.0,54.4418120077605
,,8.0,42.14437869965556
16.268361726483633,4.0,18.0,62.05407747888004
20.11882107662135,1.0,8.0,
30.062983152334578,1.0,14.0,52.75709118360469
14.782067635675482,2.0,5.0,26.4747079765564
13.11421786452223,2.0,18.0,49.44769030146796
,4.0,17.0,65.31865492111436
29.971231412532227,3.0,16.0,62.8573298037109
18.147393864523753,5.0,10.0,43.396185070365256
18.771462232671833,1.0,17.0,46.98696032927937
27.403455851098272,4.0,12.0,55.05390691260864
30.398008179841806,2.0,8.0,47.08355816615556
17.74478358019508,3.0,20.0,52.285770156374085
18.634612421940496,2.0,5.0,33.30944545668929
22.823074563763573,1.0,12.0,45.028787110474035
18.952182994575764,5.0,19.0,61.45004909595483
14.09778351313086,4.0,11.0,48.75610736987582
18.797777660108,1.0,15.0,46.602150160745055
21.540170058047472,5.0,18.0,61.656715026885664
29.53852116667243,2.0,10.0,50.135749917424086
21.87759506013514,2.0,5.0,33.548487706498356
13.32844447270841,3.0,9.0,31.57368607627096
26.602969894874356,5.0,8.0,55.16741760340362
21.195783180601985,4.0,20.0,68.60932361796966
17.67838242211341,3.0,18.0,54.649325850447966
,3.0,8.0,34.982812185360736
17.905677224930027,3.0,17.0,51.38182065474896
27.93282118027031,3.0,9.0,49.05269616419132
27.207166553501278,,7.0,50.800942305534406
18.74588202438639,5.0,18.0,60.44969843263233
,5.0,11.0,46.446432272360425
21.228685411244165,4.0,5.0,
20.250835330017658,2.0,17.0,50.185380435460054
17.946801383085955,1.0,19.0,51.51666585259184
19.677618163592808,3.0,17.0,52.497028187215754
18.773054540506728,5.0,11.0,51.329414352331185
26.049032300072476,3.0,11.0,53.455870520707286
10.263607857996242,5.0,16.0,51.31432730581144
17.187657101340584,5.0,14.0,56.84002318422178
,1.0,12.0,
18.249353122789522,2.0,15.0,46.39469272062318
22.547585137071593,4.0,11.0,48.7563628159735
22.67343862129051,2.0,14.0,48.660685472676256
23.55397077320447,4.0,,51.99762623831384
27.042371924070977,1.0,14.0,53.21258828696946
27.819485380738683,1.0,18.0,58.655012180177714
24.027657633988323,5.0,16.0,63.979275392562236
24.02040658826903,3.0,15.0,53.975656536377116
32.96638929001404,2.0,16.0,60.08952722265538
23.567514452945456,1.0,7.0,114.24941408323276
18.37869526130152,3.0,6.0,38.36233262826911
18.228448290527204,2.0,12.0,
23.67175548144874,1.0,5.0,30.5680822462543
24.05576365548677,2.0,15.0,47.467658742579104
21.23233699934705,1.0,12.0,41.741833049065846
20.81845157483467,4.0,7.0,39.00554439551557
21.534035720072183,5.0,11.0,47.18857624508316
8.30664508227888,2.0,8.0,26.245425087309005
22.947794239998736,2.0,,36.73274225585052
16.11834546289591,4.0,17.0,55.74465330596983
,3.0,8.0,42.00304653271295
25.03231379786982,2.0,11.0,47.11434450883021
35.7507932088367,2.0,11.0,57.45403445624765
26.054155235595108,3.0,20.0,67.51868793831066
22.10881632296945,1.0,6.0,36.71079754841796
20.251899985841945,2.0,16.0,48.49033755347896
,2.0,6.0,33.097102693638135
22.43252045664079,1.0,6.0,
13.022890605358223,4.0,,48.44893910160785
19.374523967838144,3.0,16.0,49.823899541760326
,3.0,19.0,70.44126026493412
13.58673359928896,1.0,15.0,43.35231900356167
18.74208907259888,1.0,16.0,44.93942663961698
23.756691484292855,2.0,10.0,48.055368268124155
26.540226636272735,5.0,6.0,53.24723081135622
16.728004008643218,1.0,16.0,46.497810990023716
16.279349073595682,3.0,14.0,42.834447455561076
21.826197066188396,1.0,8.0,32.059275180060176
27.21495345933085,2.0,15.0,52.4138398432081
14.856990956878567,3.0,16.0,49.46940672275806
19.63950285842993,2.0,11.0,38.374430918927374
27.350844361941764,3.0,12.0,52.199504516647046
23.166765565937528,3.0,10.0,48.639570190472504
17.380434600196025,5.0,19.0,63.91451146991481
26.23229412163378,3.0,20.0,61.09199635302329
24.681493853008565,3.0,10.0,42.98820542065496
17.499537932064,2.0,12.0,43.472160511079956
20.12497626790536,4.0,18.0,56.926933353614075
28.773001322532153,3.0,20.0,70.56062996629696
20.84574168354308,2.0,8.0,38.19029975189422
17.66945141110388,1.0,5.0,30.154349884562667
14.470939850381384,5.0,6.0,42.473404050237505
13.251896365752733,3.0,17.0,50.103168869707964
,5.0,18.0,63.446607620224036
14.047291741611815,1.0,19.0,50.293370988331944
23.38281292261431,2.0,13.0,52.5846779407249
23.995483640941245,1.0,6.0,34.94429926103273
21.582874411959295,4.0,10.0,52.48881162789895
19.047626692950388,3.0,18.0,63.96295280690879
23.347360976129785,1.0,12.0,40.45196671256313
23.372298758012054,1.0,11.0,40.48992898715614
19.976454011518587,5.0,19.0,67.26074736478431
20.731667176849847,5.0,8.0,42.98646737936995
24.858179501278386,5.0,17.0,63.25119078171851
20.957428320077447,1.0,6.0,30.61296454484256
11.615681023311652,3.0,18.0,48.17208285102495
20.55369045383833,2.0,12.0,44.20657398548241
29.240953722932467,1.0,5.0,38.9279204018579
9.143420591941643,1.0,15.0,32.510731821675016
19.5351135455838,3.0,6.0,34.47578807699992
,2.0,15.0,62.275231019153225
26.46108815623402,3.0,15.0,55.383597432711866
27.751617707870192,5.0,,73.48305880711176
,2.0,5.0,
10.599421144906348,2.0,15.0,34.91043533419506
25.86391736634826,1.0,13.0,42.01088423291705
18.171991611623067,2.0,9.0,37.56096686014477
9.983915227866287,4.0,9.0,36.6335960652023
21.337130290234576,1.0,10.0,42.703480762756435
25.27751410048826,2.0,6.0,36.41803463733039
34.30685311328957,4.0,17.0,75.63987300247165
27.32116894334483,3.0,5.0,39.67433947896245
22.475623323907943,4.0,10.0,49.251273185319484
23.58457301204096,2.0,,37.73898003149372
10.266615575491672,,10.0,127.9757820402891
27.53458082502171,2.0,13.0,54.928708088455174
26.316172471100554,1.0,16.0,50.87866886438535
24.21894384729443,1.0,14.0,49.47041958552561
30.1491301896789,4.0,20.0,73.97054747357673
25.356671000380178,4.0,5.0,43.50858440479499
17.96390382692164,3.0,17.0,48.22941092240024
22.453175964920717,3.0,10.0,45.61502250365387
24.826878849526967,5.0,6.0,46.805203528851514
19.119164348574177,5.0,5.0,45.01081166513221
16.620838473731173,2.0,18.0,48.08283410258563
20.84355624045819,5.0,6.0,41.19100417920869
32.68981467077793,3.0,20.0,76.43012171244844
